,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
2014,89890,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,8,2,seq-2,ed-1,1,https://articleextractor.org/pages/89890/az_campfiregoneout_ver03/sn96060881/8/2/ed-1/seq-2/1,Arizona
2015,89890,1,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,8,2,seq-2,ed-1,1,https://articleextractor.org/pages/89890/az_campfiregoneout_ver03/sn96060881/8/2/ed-1/seq-2/1,Arizona
2019,89891,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,1,3,seq-2,ed-1,2,https://articleextractor.org/pages/89891/az_campfiregoneout_ver03/sn96060881/1/3/ed-1/seq-2/2,Arizona
2021,89892,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,3,6,seq-4,ed-1,2,https://articleextractor.org/pages/89892/az_campfiregoneout_ver03/sn96060881/3/6/ed-1/seq-4/2,Arizona
2018,89893,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,12,20,seq-1,ed-1,1,https://articleextractor.org/pages/89893/az_campfiregoneout_ver03/sn96060881/12/20/ed-1/seq-1/1,Arizona
2017,89894,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1919,12,6,seq-1,ed-1,1,https://articleextractor.org/pages/89894/az_campfiregoneout_ver03/sn96060881/12/6/ed-1/seq-1/1,Arizona
2022,89895,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,3,27,seq-7,ed-1,2,https://articleextractor.org/pages/89895/az_campfiregoneout_ver03/sn96060881/3/27/ed-1/seq-7/2,Arizona
2023,89895,1,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,3,27,seq-7,ed-1,2,https://articleextractor.org/pages/89895/az_campfiregoneout_ver03/sn96060881/3/27/ed-1/seq-7/2,Arizona
2024,89895,2,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,3,27,seq-7,ed-1,2,https://articleextractor.org/pages/89895/az_campfiregoneout_ver03/sn96060881/3/27/ed-1/seq-7/2,Arizona
2027,89896,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,5,1,seq-1,ed-1,2,https://articleextractor.org/pages/89896/az_campfiregoneout_ver03/sn96060881/5/1/ed-1/seq-1/2,Arizona
2020,89897,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,1,10,seq-2,ed-1,2,https://articleextractor.org/pages/89897/az_campfiregoneout_ver03/sn96060881/1/10/ed-1/seq-2/2,Arizona
2025,89898,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,4,3,seq-1,ed-1,1,https://articleextractor.org/pages/89898/az_campfiregoneout_ver03/sn96060881/4/3/ed-1/seq-1/1,Arizona
2026,89898,1,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,4,3,seq-1,ed-1,1,https://articleextractor.org/pages/89898/az_campfiregoneout_ver03/sn96060881/4/3/ed-1/seq-1/1,Arizona
2028,89899,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,6,5,seq-1,ed-1,2,https://articleextractor.org/pages/89899/az_campfiregoneout_ver03/sn96060881/6/5/ed-1/seq-1/2,Arizona
2034,89900,0,sn96060881,"Phoenix tribune (Phoenix, Ariz.)",1920,11,13,seq-4,ed-1,2,https://articleextractor.org/pages/89900/az_campfiregoneout_ver03/sn96060881/11/13/ed-1/seq-4/2,Arizona
8864,89901,0,sn87055779,,1919,9,8,seq-1,ed-1,1,https://articleextractor.org/pages/89901/in_danvoorhees_ver01/sn87055779/9/8/ed-1/seq-1/1,Indiana
8868,89902,0,sn82015313,The Indianapolis times (Indianapolis [I...),1922,8,1,seq-2,ed-1,1,https://articleextractor.org/pages/89902/in_darrow_ver03/sn82015313/8/1/ed-1/seq-2/1,Indiana
8865,89903,0,sn87055779,,1919,10,6,seq-10,ed-1,1,https://articleextractor.org/pages/89903/in_danvoorhees_ver01/sn87055779/10/6/ed-1/seq-10/1,Indiana
8867,89904,0,sn82015313,The Indianapolis times (Indianapolis [I...),1922,7,1,seq-1,ed-1,1,https://articleextractor.org/pages/89904/in_darrow_ver03/sn82015313/7/1/ed-1/seq-1/1,Indiana
8870,89905,0,sn82015313,The Indianapolis times (Indianapolis [I...),1922,12,1,seq-3,ed-1,1,https://articleextractor.org/pages/89905/in_darrow_ver03/sn82015313/12/1/ed-1/seq-3/1,Indiana
8873,89906,0,sn82015313,The Indianapolis times (Indianapolis [I...),1923,3,21,seq-2,ed-1,1,https://articleextractor.org/pages/89906/in_darrow_ver03/sn82015313/3/21/ed-1/seq-2/1,Indiana
8876,89907,0,sn82015313,The Indianapolis times (Indianapolis [I...),1924,7,19,seq-1,ed-1,1,https://articleextractor.org/pages/89907/in_darrow_ver03/sn82015313/7/19/ed-1/seq-1/1,Indiana
8874,89908,0,sn82015313,The Indianapolis times (Indianapolis [I...),1923,5,1,seq-1,ed-1,1,https://articleextractor.org/pages/89908/in_darrow_ver03/sn82015313/5/1/ed-1/seq-1/1,Indiana
8877,89909,0,sn82015313,The Indianapolis times (Indianapolis [I...),1924,12,16,seq-1,ed-1,1,https://articleextractor.org/pages/89909/in_darrow_ver03/sn82015313/12/16/ed-1/seq-1/1,Indiana
8875,89910,0,sn82015313,The Indianapolis times (Indianapolis [I...),1923,7,7,seq-6,ed-1,1,https://articleextractor.org/pages/89910/in_darrow_ver03/sn82015313/7/7/ed-1/seq-6/1,Indiana
8886,89911,0,sn86058242,"The Lake County times (Hammond, Ind.)",1906,8,17,seq-5,ed-1,1,https://articleextractor.org/pages/89911/in_dean_ver02/sn86058242/8/17/ed-1/seq-5/1,Indiana
8869,89912,0,sn82015313,The Indianapolis times (Indianapolis [I...),1922,8,4,seq-2,ed-1,1,https://articleextractor.org/pages/89912/in_darrow_ver03/sn82015313/8/4/ed-1/seq-2/1,Indiana
8872,89913,0,sn82015313,The Indianapolis times (Indianapolis [I...),1923,1,31,seq-4,ed-1,1,https://articleextractor.org/pages/89913/in_darrow_ver03/sn82015313/1/31/ed-1/seq-4/1,Indiana
8888,89914,0,sn86058242,"The Lake County times (Hammond, Ind.)",1906,10,8,seq-6,ed-1,1,https://articleextractor.org/pages/89914/in_dean_ver02/sn86058242/10/8/ed-1/seq-6/1,Indiana
8889,89914,1,sn86058242,"The Lake County times (Hammond, Ind.)",1906,10,8,seq-6,ed-1,1,https://articleextractor.org/pages/89914/in_dean_ver02/sn86058242/10/8/ed-1/seq-6/1,Indiana
8890,89915,0,sn86058242,"The Lake County times (Hammond, Ind.)",1906,10,19,seq-6,ed-1,1,https://articleextractor.org/pages/89915/in_dean_ver02/sn86058242/10/19/ed-1/seq-6/1,Indiana
8891,89916,0,sn86058242,"The Lake County times (Hammond, Ind.)",1906,11,27,seq-6,ed-1,1,https://articleextractor.org/pages/89916/in_dean_ver02/sn86058242/11/27/ed-1/seq-6/1,Indiana
8893,89917,0,sn86058242,"The Lake County times (Hammond, Ind.)",1907,4,26,seq-4,ed-1,1,https://articleextractor.org/pages/89917/in_dean_ver02/sn86058242/4/26/ed-1/seq-4/1,Indiana
8895,89918,0,sn86058242,"The Lake County times (Hammond, Ind.)",1907,7,23,seq-4,ed-1,1,https://articleextractor.org/pages/89918/in_dean_ver02/sn86058242/7/23/ed-1/seq-4/1,Indiana
8894,89919,0,sn86058242,"The Lake County times (Hammond, Ind.)",1907,7,17,seq-2,ed-1,1,https://articleextractor.org/pages/89919/in_dean_ver02/sn86058242/7/17/ed-1/seq-2/1,Indiana
8892,89920,0,sn86058242,"The Lake County times (Hammond, Ind.)",1907,1,31,seq-4,ed-1,1,https://articleextractor.org/pages/89920/in_dean_ver02/sn86058242/1/31/ed-1/seq-4/1,Indiana
8861,89921,0,sn87055779,,1918,4,20,seq-1,ed-1,1,https://articleextractor.org/pages/89921/in_danvoorhees_ver01/sn87055779/4/20/ed-1/seq-1/1,Indiana
8898,89922,0,sn87056244,,1902,9,18,seq-8,ed-1,1,https://articleextractor.org/pages/89922/in_dillinger_ver02/sn87056244/9/18/ed-1/seq-8/1,Indiana
8899,89922,1,sn87056244,,1902,9,18,seq-8,ed-1,1,https://articleextractor.org/pages/89922/in_dillinger_ver02/sn87056244/9/18/ed-1/seq-8/1,Indiana
8878,89923,0,sn84038034,,1871,11,30,seq-1,ed-1,1,https://articleextractor.org/pages/89923/in_dean_ver02/sn84038034/11/30/ed-1/seq-1/1,Indiana
8885,89923,1,sn84038034,,1871,11,30,seq-1,ed-1,1,https://articleextractor.org/pages/89923/in_dean_ver02/sn84038034/11/30/ed-1/seq-1/1,Indiana
8903,89924,0,sn87056244,,1903,7,2,seq-6,ed-1,1,https://articleextractor.org/pages/89924/in_dillinger_ver02/sn87056244/7/2/ed-1/seq-6/1,Indiana
8904,89924,1,sn87056244,,1903,7,2,seq-6,ed-1,1,https://articleextractor.org/pages/89924/in_dillinger_ver02/sn87056244/7/2/ed-1/seq-6/1,Indiana
8863,89925,0,sn87055779,,1919,7,8,seq-8,ed-1,1,https://articleextractor.org/pages/89925/in_danvoorhees_ver01/sn87055779/7/8/ed-1/seq-8/1,Indiana
8901,89926,0,sn87056244,,1903,1,8,seq-4,ed-1,1,https://articleextractor.org/pages/89926/in_dillinger_ver02/sn87056244/1/8/ed-1/seq-4/1,Indiana
8905,89927,0,sn87056244,,1903,8,13,seq-4,ed-1,1,https://articleextractor.org/pages/89927/in_dillinger_ver02/sn87056244/8/13/ed-1/seq-4/1,Indiana
8906,89927,1,sn87056244,,1903,8,13,seq-4,ed-1,1,https://articleextractor.org/pages/89927/in_dillinger_ver02/sn87056244/8/13/ed-1/seq-4/1,Indiana
8907,89927,2,sn87056244,,1903,8,13,seq-4,ed-1,1,https://articleextractor.org/pages/89927/in_dillinger_ver02/sn87056244/8/13/ed-1/seq-4/1,Indiana
8900,89928,0,sn87056244,,1902,12,18,seq-7,ed-1,1,https://articleextractor.org/pages/89928/in_dillinger_ver02/sn87056244/12/18/ed-1/seq-7/1,Indiana
8913,89929,0,sn87056244,,1905,9,7,seq-4,ed-1,1,https://articleextractor.org/pages/89929/in_dillinger_ver02/sn87056244/9/7/ed-1/seq-4/1,Indiana
8911,89930,0,sn87056244,,1905,1,5,seq-2,ed-1,1,https://articleextractor.org/pages/89930/in_dillinger_ver02/sn87056244/1/5/ed-1/seq-2/1,Indiana
8912,89930,1,sn87056244,,1905,1,5,seq-2,ed-1,1,https://articleextractor.org/pages/89930/in_dillinger_ver02/sn87056244/1/5/ed-1/seq-2/1,Indiana
8921,89931,0,sn87056244,,1907,3,28,seq-2,ed-1,1,https://articleextractor.org/pages/89931/in_dillinger_ver02/sn87056244/3/28/ed-1/seq-2/1,Indiana
8915,89932,1,sn87056244,,1906,5,10,seq-2,ed-1,1,https://articleextractor.org/pages/89932/in_dillinger_ver02/sn87056244/5/10/ed-1/seq-2/1,Indiana
8914,89933,0,sn87056244,,1906,1,18,seq-2,ed-1,1,https://articleextractor.org/pages/89933/in_dillinger_ver02/sn87056244/1/18/ed-1/seq-2/1,Indiana
8919,89934,0,sn87056244,,1906,8,16,seq-2,ed-1,1,https://articleextractor.org/pages/89934/in_dillinger_ver02/sn87056244/8/16/ed-1/seq-2/1,Indiana
8929,89935,0,sn82015313,The Indianapolis times (Indianapolis [I...),1926,11,11,seq-6,ed-1,1,https://articleextractor.org/pages/89935/in_ellis_ver01/sn82015313/11/11/ed-1/seq-6/1,Indiana
8928,89936,0,sn82015313,The Indianapolis times (Indianapolis [I...),1926,5,4,seq-14,ed-1,1,https://articleextractor.org/pages/89936/in_ellis_ver01/sn82015313/5/4/ed-1/seq-14/1,Indiana
8909,89937,0,sn87056244,,1904,8,18,seq-1,ed-1,1,https://articleextractor.org/pages/89937/in_dillinger_ver02/sn87056244/8/18/ed-1/seq-1/1,Indiana
8910,89937,1,sn87056244,,1904,8,18,seq-1,ed-1,1,https://articleextractor.org/pages/89937/in_dillinger_ver02/sn87056244/8/18/ed-1/seq-1/1,Indiana
8924,89938,0,sn87056244,,1908,2,13,seq-2,ed-1,1,https://articleextractor.org/pages/89938/in_dillinger_ver02/sn87056244/2/13/ed-1/seq-2/1,Indiana
8927,89939,0,sn87056244,,1910,7,28,seq-2,ed-1,1,https://articleextractor.org/pages/89939/in_dillinger_ver02/sn87056244/7/28/ed-1/seq-2/1,Indiana
8937,89940,0,sn84023963,"The Jasper weekly courier (Jasper, Ind.)",1921,10,28,seq-2,ed-1,1,https://articleextractor.org/pages/89940/in_england_ver02/sn84023963/10/28/ed-1/seq-2/1,Indiana
8938,89940,1,sn84023963,"The Jasper weekly courier (Jasper, Ind.)",1921,10,28,seq-2,ed-1,1,https://articleextractor.org/pages/89940/in_england_ver02/sn84023963/10/28/ed-1/seq-2/1,Indiana
8923,89941,0,sn87056244,,1907,6,20,seq-4,ed-1,1,https://articleextractor.org/pages/89941/in_dillinger_ver02/sn87056244/6/20/ed-1/seq-4/1,Indiana
8935,89942,0,sn83016223,"The Indianapolis sentinel (Indianapolis, I...)",1885,4,17,seq-2,ed-1,1,https://articleextractor.org/pages/89942/in_england_ver02/sn83016223/4/17/ed-1/seq-2/1,Indiana
8930,89943,0,sn82015313,The Indianapolis times (Indianapolis [I...),1926,11,29,seq-13,ed-1,1,https://articleextractor.org/pages/89943/in_ellis_ver01/sn82015313/11/29/ed-1/seq-13/1,Indiana
8925,89944,0,sn87056244,,1908,3,12,seq-1,ed-1,1,https://articleextractor.org/pages/89944/in_dillinger_ver02/sn87056244/3/12/ed-1/seq-1/1,Indiana
8939,89945,0,sn87055779,,1916,4,22,seq-8,ed-1,1,https://articleextractor.org/pages/89945/in_eugenedebs_ver01/sn87055779/4/22/ed-1/seq-8/1,Indiana
8945,89946,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1920,2,10,seq-12,ed-1,1,https://articleextractor.org/pages/89946/in_everettcase_ver01/sn86058226/2/10/ed-1/seq-12/1,Indiana
8942,89947,0,sn87055779,,1917,7,19,seq-10,ed-1,1,https://articleextractor.org/pages/89947/in_eugenedebs_ver01/sn87055779/7/19/ed-1/seq-10/1,Indiana
8944,89948,0,sn87055779,,1917,7,31,seq-1,ed-1,1,https://articleextractor.org/pages/89948/in_eugenedebs_ver01/sn87055779/7/31/ed-1/seq-1/1,Indiana
8951,89949,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1920,12,23,seq-1,ed-1,1,https://articleextractor.org/pages/89949/in_everettcase_ver01/sn86058226/12/23/ed-1/seq-1/1,Indiana
8953,89950,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1921,3,19,seq-2,ed-1,1,https://articleextractor.org/pages/89950/in_everettcase_ver01/sn86058226/3/19/ed-1/seq-2/1,Indiana
8941,89951,0,sn87055779,,1917,6,17,seq-1,ed-1,1,https://articleextractor.org/pages/89951/in_eugenedebs_ver01/sn87055779/6/17/ed-1/seq-1/1,Indiana
8952,89952,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1921,1,20,seq-1,ed-1,1,https://articleextractor.org/pages/89952/in_everettcase_ver01/sn86058226/1/20/ed-1/seq-1/1,Indiana
8956,89953,0,sn87055779,,1920,2,17,seq-2,ed-1,1,https://articleextractor.org/pages/89953/in_fairbanks_ver01/sn87055779/2/17/ed-1/seq-2/1,Indiana
8954,89954,0,sn87055779,,1920,2,10,seq-1,ed-1,1,https://articleextractor.org/pages/89954/in_fairbanks_ver01/sn87055779/2/10/ed-1/seq-1/1,Indiana
8955,89955,0,sn87055779,,1920,2,14,seq-1,ed-1,1,https://articleextractor.org/pages/89955/in_fairbanks_ver01/sn87055779/2/14/ed-1/seq-1/1,Indiana
8957,89956,0,sn87055779,,1920,7,8,seq-1,ed-1,1,https://articleextractor.org/pages/89956/in_fairbanks_ver01/sn87055779/7/8/ed-1/seq-1/1,Indiana
8959,89957,0,sn87055779,,1920,11,15,seq-2,ed-1,1,https://articleextractor.org/pages/89957/in_fairbanks_ver01/sn87055779/11/15/ed-1/seq-2/1,Indiana
8958,89958,0,sn87055779,,1920,7,26,seq-3,ed-1,1,https://articleextractor.org/pages/89958/in_fairbanks_ver01/sn87055779/7/26/ed-1/seq-3/1,Indiana
8963,89959,0,sn87055779,,1921,3,14,seq-1,ed-1,1,https://articleextractor.org/pages/89959/in_fairbanks_ver01/sn87055779/3/14/ed-1/seq-1/1,Indiana
8962,89959,1,sn87055779,,1921,3,14,seq-1,ed-1,1,https://articleextractor.org/pages/89959/in_fairbanks_ver01/sn87055779/3/14/ed-1/seq-1/1,Indiana
8965,89960,0,sn84027490,,1880,4,24,seq-1,ed-1,1,https://articleextractor.org/pages/89960/in_fairmount_ver02/sn84027490/4/24/ed-1/seq-1/1,Indiana
8936,89961,0,sn83016223,"The Indianapolis sentinel (Indianapolis, I...)",1885,5,24,seq-7,ed-1,1,https://articleextractor.org/pages/89961/in_england_ver02/sn83016223/5/24/ed-1/seq-7/1,Indiana
8966,89962,0,sn84027490,,1882,4,29,seq-2,ed-1,1,https://articleextractor.org/pages/89962/in_fairmount_ver02/sn84027490/4/29/ed-1/seq-2/1,Indiana
8987,89963,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1916,10,16,seq-1,ed-1,1,https://articleextractor.org/pages/89963/in_fuzzyvandivier_ver01/sn86058226/10/16/ed-1/seq-1/1,Indiana
8974,89964,0,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8975,89964,1,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8976,89964,2,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8977,89964,3,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8978,89964,4,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8979,89964,5,sn87056250,,1896,1,1,seq-6,ed-1,1,https://articleextractor.org/pages/89964/in_fairmount_ver02/sn87056250/1/1/ed-1/seq-6/1,Indiana
8986,89965,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1916,9,21,seq-5,ed-1,1,https://articleextractor.org/pages/89965/in_fuzzyvandivier_ver01/sn86058226/9/21/ed-1/seq-5/1,Indiana
8992,89966,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,4,6,seq-3,ed-1,1,https://articleextractor.org/pages/89966/in_fuzzyvandivier_ver01/sn86058226/4/6/ed-1/seq-3/1,Indiana
8988,89967,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,2,26,seq-10,ed-1,1,https://articleextractor.org/pages/89967/in_fuzzyvandivier_ver01/sn86058226/2/26/ed-1/seq-10/1,Indiana
8993,89968,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,7,26,seq-1,ed-1,1,https://articleextractor.org/pages/89968/in_fuzzyvandivier_ver01/sn86058226/7/26/ed-1/seq-1/1,Indiana
8994,89968,1,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,7,26,seq-1,ed-1,1,https://articleextractor.org/pages/89968/in_fuzzyvandivier_ver01/sn86058226/7/26/ed-1/seq-1/1,Indiana
8981,89969,0,sn82015313,The Indianapolis times (Indianapolis [I...),1928,6,21,seq-4,ed-1,1,https://articleextractor.org/pages/89969/in_feynman_ver01/sn82015313/6/21/ed-1/seq-4/1,Indiana
8982,89969,1,sn82015313,The Indianapolis times (Indianapolis [I...),1928,6,21,seq-4,ed-1,1,https://articleextractor.org/pages/89969/in_feynman_ver01/sn82015313/6/21/ed-1/seq-4/1,Indiana
8983,89969,2,sn82015313,The Indianapolis times (Indianapolis [I...),1928,6,21,seq-4,ed-1,1,https://articleextractor.org/pages/89969/in_feynman_ver01/sn82015313/6/21/ed-1/seq-4/1,Indiana
8985,89969,3,sn82015313,The Indianapolis times (Indianapolis [I...),1928,6,21,seq-4,ed-1,1,https://articleextractor.org/pages/89969/in_feynman_ver01/sn82015313/6/21/ed-1/seq-4/1,Indiana
16187,89970,0,sn85042224,"The Fargo forum and daily republican (Fargo, N.D.)",1913,12,26,seq-7,ed-1,1,https://articleextractor.org/pages/89970/ndhi_insectoid_ver01/sn85042224/12/26/ed-1/seq-7/1,North Dakota
19672,89971,0,sn85058396,"The Ogden standard (Ogden City, Utah) 1913-1920",1913,8,11,seq-7,ed-1,1,https://articleextractor.org/pages/89971/uuml_hincapie_ver01/sn85058396/8/11/ed-1/seq-7/1,Utah
19324,89972,0,sn88084272,"El Paso herald. (El Paso, Tex.)",1917,5,11,seq-6,ed-1,1,https://articleextractor.org/pages/89972/txdn_denmark_ver01/sn88084272/5/11/ed-1/seq-6/1,Texas
16547,89973,0,sn83030272,The sun (New York [N.Y.]) 1833-1916,1913,6,29,seq-47,ed-1,1,https://articleextractor.org/pages/89973/nn_ehrlich_ver02/sn83030272/6/29/ed-1/seq-47/1,New York
16318,89974,0,sn85035524,"The Penn's Grove record (Penn's Grove, S...)",1913,10,10,seq-1,ed-1,1,https://articleextractor.org/pages/89974/njr_irene_ver02/sn85035524/10/10/ed-1/seq-1/1,New Jersey
12891,89975,0,sn91059394,"Morris tribune (Morris, Minn.)",1887,11,9,seq-4,ed-1,1,https://articleextractor.org/pages/89975/mnhi_ibo_ver01/sn91059394/11/9/ed-1/seq-4/1,Minnesota
12240,89976,0,sn83016689,"The Detroit times (Detroit, Mich.)",1913,7,5,seq-1,ed-1,1,https://articleextractor.org/pages/89976/mimtptc_ingalls_ver01/sn83016689/7/5/ed-1/seq-1/1,Michigan
13273,89977,0,sn89066234,"Scott County kicker. (Benton, Mo.)",1913,2,15,seq-2,ed-1,1,https://articleextractor.org/pages/89977/mohi_dorothea_ver01/sn89066234/2/15/ed-1/seq-2/1,Missouri
12330,89978,0,sn96077142,"The L'Anse sentinel. (L'Anse, L.S., M...)",1913,11,1,seq-2,ed-1,1,https://articleextractor.org/pages/89978/mimtptc_kalkaska_ver01/sn96077142/11/1/ed-1/seq-2/1,Michigan
19755,89979,0,sn83045396,"The Salt Lake tribune (Salt Lake City,...)",1913,1,31,seq-8,ed-1,1,https://articleextractor.org/pages/89979/uuml_sastre_ver01/sn83045396/1/31/ed-1/seq-8/1,Utah
19316,89980,0,sn88084272,"El Paso herald. (El Paso, Tex.)",1912,4,25,seq-2,ed-1,1,https://articleextractor.org/pages/89980/txdn_denmark_ver01/sn88084272/4/25/ed-1/seq-2/1,Texas
9000,89981,0,sn87056600,The Indiana State sentinel (Indianapolis),1883,6,13,seq-1,ed-1,1,https://articleextractor.org/pages/89981/in_gary_ver01/sn87056600/6/13/ed-1/seq-1/1,Indiana
9001,89982,0,sn87056600,The Indiana State sentinel (Indianapolis),1883,9,19,seq-1,ed-1,1,https://articleextractor.org/pages/89982/in_gary_ver01/sn87056600/9/19/ed-1/seq-1/1,Indiana
8998,89983,0,sn87056600,The Indiana State sentinel (Indianapolis),1882,5,3,seq-1,ed-1,1,https://articleextractor.org/pages/89983/in_gary_ver01/sn87056600/5/3/ed-1/seq-1/1,Indiana
8999,89983,1,sn87056600,The Indiana State sentinel (Indianapolis),1882,5,3,seq-1,ed-1,1,https://articleextractor.org/pages/89983/in_gary_ver01/sn87056600/5/3/ed-1/seq-1/1,Indiana
9003,89984,0,sn87056600,The Indiana State sentinel (Indianapolis),1884,12,3,seq-5,ed-1,1,https://articleextractor.org/pages/89984/in_gary_ver01/sn87056600/12/3/ed-1/seq-5/1,Indiana
9004,89985,0,sn87056600,The Indiana State sentinel (Indianapolis),1884,12,31,seq-1,ed-1,1,https://articleextractor.org/pages/89985/in_gary_ver01/sn87056600/12/31/ed-1/seq-1/1,Indiana
9005,89985,1,sn87056600,The Indiana State sentinel (Indianapolis),1884,12,31,seq-1,ed-1,1,https://articleextractor.org/pages/89985/in_gary_ver01/sn87056600/12/31/ed-1/seq-1/1,Indiana
9006,89985,2,sn87056600,The Indiana State sentinel (Indianapolis),1884,12,31,seq-1,ed-1,1,https://articleextractor.org/pages/89985/in_gary_ver01/sn87056600/12/31/ed-1/seq-1/1,Indiana
8940,89986,0,sn87055779,,1916,9,21,seq-4,ed-1,1,https://articleextractor.org/pages/89986/in_eugenedebs_ver01/sn87055779/9/21/ed-1/seq-4/1,Indiana
8989,89987,0,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/89987/in_fuzzyvandivier_ver01/sn86058226/4/5/ed-1/seq-1/1,Indiana
8991,89987,1,sn86058226,"The Richmond palladium and sun-telegram (Richmond, Ind.)",1918,4,5,seq-1,ed-1,1,https://articleextractor.org/pages/89987/in_fuzzyvandivier_ver01/sn86058226/4/5/ed-1/seq-1/1,Indiana
8997,89988,0,sn87056600,The Indiana State sentinel (Indianapolis),1875,2,9,seq-1,ed-1,1,https://articleextractor.org/pages/89988/in_gary_ver01/sn87056600/2/9/ed-1/seq-1/1,Indiana
9013,89989,0,sn87056600,The Indiana State sentinel (Indianapolis),1885,11,18,seq-4,ed-1,1,https://articleextractor.org/pages/89989/in_gary_ver01/sn87056600/11/18/ed-1/seq-4/1,Indiana
