"","X","newspaper","location","date1","year","full_text","date_original","full_state","state1","city1","full_state1","city","state","pubX","publication","black","Newspapers"
"761",761,"The freeman.","Indianapolis [Ind.]","March 02",1912,"The freeman. [volume] (Indianapolis [Ind.]), March 02, 1912, Page 2, Image 2","March 02, 1912","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"762",762,"The gazette.","Cleveland, Ohio","November 30",1912,"The gazette. [volume] (Cleveland, Ohio), November 30, 1912, Image 2","November 30, 1912","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"763",763,"The freeman.","Indianapolis [Ind.]","July 27",1912,"The freeman. [volume] (Indianapolis [Ind.]), July 27, 1912, Image 1","July 27, 1912","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"764",764,"The broad ax.","Salt Lake City, Utah","November 22",1913,"The broad ax. [volume] (Salt Lake City, Utah), November 22, 1913, Image 2","November 22, 1913","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"765",765,"The Colorado statesman.","Denver, Colo.","February 15",1913,"The Colorado statesman. [volume] (Denver, Colo.), February 15, 1913, Image 1","February 15, 1913","Colorado","Colo","Denver",NA,"Denver","Colo.","the colorado statesman","The Colorado Statesman","Y","The Colorado Statesman (Denver, Colo.) 1895-1961"
"766",766,"The freeman.","Indianapolis [Ind.]","February 08",1913,"The freeman. [volume] (Indianapolis [Ind.]), February 08, 1913, Image 1","February 08, 1913","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"767",767,"The broad ax.","Salt Lake City, Utah","February 15",1913,"The broad ax. [volume] (Salt Lake City, Utah), February 15, 1913, Image 1","February 15, 1913","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"768",768,"The gazette.","Cleveland, Ohio","January 18",1913,"The gazette. [volume] (Cleveland, Ohio), January 18, 1913, Image 2","January 18, 1913","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"769",769,"The gazette.","Cleveland, Ohio","March 22",1913,"The gazette. [volume] (Cleveland, Ohio), March 22, 1913, Image 2","March 22, 1913","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"770",770,"The broad ax.","Salt Lake City, Utah","March 22",1913,"The broad ax. [volume] (Salt Lake City, Utah), March 22, 1913, Image 3","March 22, 1913","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"771",771,"The gazette.","Cleveland, Ohio","February 08",1913,"The gazette. [volume] (Cleveland, Ohio), February 08, 1913, Image 2","February 08, 1913","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"772",772,"The broad ax.","Salt Lake City, Utah","August 16",1913,"The broad ax. [volume] (Salt Lake City, Utah), August 16, 1913, Image 2","August 16, 1913","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"773",773,"The freeman.","Indianapolis [Ind.]","November 29",1913,"The freeman. [volume] (Indianapolis [Ind.]), November 29, 1913, Image 1","November 29, 1913","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"774",774,"The gazette.","Cleveland, Ohio","January 09",1915,"The gazette. [volume] (Cleveland, Ohio), January 09, 1915, Image 2","January 09, 1915","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"775",775,"The gazette.","Cleveland, Ohio","June 05",1915,"The gazette. [volume] (Cleveland, Ohio), June 05, 1915, Image 2","June 05, 1915","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"776",776,"The broad ax.","Salt Lake City, Utah","May 15",1915,"The broad ax. [volume] (Salt Lake City, Utah), May 15, 1915, Page PAGE FOUR, Image 4","May 15, 1915","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"777",777,"The broad ax.","Salt Lake City, Utah","August 07",1915,"The broad ax. [volume] (Salt Lake City, Utah), August 07, 1915, Page PAGE FOUR, Image 4","August 07, 1915","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"778",778,"Metropolis weekly gazette.","Metropolis, Ill.","December 17",1915,"Metropolis weekly gazette. (Metropolis, Ill.), December 17, 1915, Image 2","December 17, 1915","Illinois","Ill","Metropolis",NA,"Metropolis","Ill.","metropolis weekly gazette","Metropolis Weekly Gazette","Y","Metropolis Weekly Gazette (Metropolis, Ill.) 1???-19??"
"779",779,"Evening journal.","Wilmington, Del.","June 03",1915,"Evening journal. [volume] (Wilmington, Del.), June 03, 1915, Page 7, Image 7","June 03, 1915","Delaware","Del","Wilmington",NA,"Wilmington","Del.","evening journal",NA,"N",NA
"780",780,"The broad ax.","Salt Lake City, Utah","February 26",1916,"The broad ax. [volume] (Salt Lake City, Utah), February 26, 1916, Page PAGE FOUR, Image 4","February 26, 1916","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"781",781,"The broad ax.","Salt Lake City, Utah","January 29",1916,"The broad ax. [volume] (Salt Lake City, Utah), January 29, 1916, Page PAGE FOUR, Image 4","January 29, 1916","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"782",782,"The Wisconsin weekly blade.","Madison, Wis.","October 12",1916,"The Wisconsin weekly blade. [volume] (Madison, Wis.), October 12, 1916, Image 1","October 12, 1916","Wisconsin","Wis","Madison",NA,"Madison","Wis.","the wisconsin weekly blade","The Wisconsin Weekly Blade","Y","The Wisconsin Weekly Blade (Madison, Wis.) 1916-1925"
"783",783,"The Colorado statesman.","Denver, Colo.","October 14",1916,"The Colorado statesman. [volume] (Denver, Colo.), October 14, 1916, Image 1","October 14, 1916","Colorado","Colo","Denver",NA,"Denver","Colo.","the colorado statesman","The Colorado Statesman","Y","The Colorado Statesman (Denver, Colo.) 1895-1961"
"784",784,"The broad ax.","Salt Lake City, Utah","October 07",1916,"The broad ax. [volume] (Salt Lake City, Utah), October 07, 1916, Page PAGE FOUR, Image 4","October 07, 1916","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"785",785,"The broad ax.","Salt Lake City, Utah","July 22",1916,"The broad ax. [volume] (Salt Lake City, Utah), July 22, 1916, Page PAGE FOUR, Image 4","July 22, 1916","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"786",786,"The Denver star.","Denver, Colo.","November 18",1916,"The Denver star. [volume] (Denver, Colo.), November 18, 1916, Image 6","November 18, 1916","Colorado","Colo","Denver",NA,"Denver","Colo.","the denver star","The Denver Star","Y","The Denver Star (Denver, Colo.) 1913-1963"
"787",787,"The freeman.","Indianapolis [Ind.]","June 17",1916,"The freeman. [volume] (Indianapolis [Ind.]), June 17, 1916, Image 1","June 17, 1916","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"788",788,"The freeman.","Indianapolis [Ind.]","July 29",1916,"The freeman. [volume] (Indianapolis [Ind.]), July 29, 1916, Page 5, Image 5","July 29, 1916","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"789",789,"The broad ax.","Salt Lake City, Utah","June 17",1916,"The broad ax. [volume] (Salt Lake City, Utah), June 17, 1916, Page PAGE FIVE, Image 5","June 17, 1916","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"790",790,"The bystander.","Des Moines, Iowa","September 08",1916,"The bystander. [volume] (Des Moines, Iowa), September 08, 1916, Image 1","September 08, 1916","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","the bystander","The Bystander","Y","The Bystander (Des Moines, Iowa) 1916-1922"
"791",791,"The Monett times.","Monett, Mo.","May 12",1916,"The Monett times. (Monett, Mo.), May 12, 1916, Weekly Edition, Image 3","May 12, 1916","Missouri","Mo","Monett",NA,"Monett","Mo.","the monett times",NA,"N",NA
"792",792,"The Cecil Whig.","Elkton, Md.","March 04",1916,"The Cecil Whig. [volume] (Elkton, Md.), March 04, 1916, Image 1","March 04, 1916","Maryland","Md","Elkton",NA,"Elkton","Md.","the cecil whig",NA,"N",NA
"793",793,"The broad ax.","Salt Lake City, Utah","July 21",1917,"The broad ax. [volume] (Salt Lake City, Utah), July 21, 1917, Image 1","July 21, 1917","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"794",794,"The broad ax.","Salt Lake City, Utah","July 14",1917,"The broad ax. [volume] (Salt Lake City, Utah), July 14, 1917, Image 1","July 14, 1917","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"795",795,"The broad ax.","Salt Lake City, Utah","July 14",1917,"The broad ax. [volume] (Salt Lake City, Utah), July 14, 1917, Page PAGE FOUR, Image 4","July 14, 1917","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"796",796,"The gazette.","Cleveland, Ohio","November 10",1917,"The gazette. [volume] (Cleveland, Ohio), November 10, 1917, Image 1","November 10, 1917","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"797",797,"The gazette.","Cleveland, Ohio","November 17",1917,"The gazette. [volume] (Cleveland, Ohio), November 17, 1917, Image 2","November 17, 1917","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"798",798,"The gazette.","Cleveland, Ohio","December 29",1917,"The gazette. [volume] (Cleveland, Ohio), December 29, 1917, Image 2","December 29, 1917","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"799",799,"The Twin City star.","Minneapolis, Minn.","December 15",1917,"The Twin City star. [volume] (Minneapolis, Minn.), December 15, 1917, Image 4","December 15, 1917","Minnesota","Minn","Minneapolis",NA,"Minneapolis","Minn.","the twin city star","The Twin City Star","Y","The Twin City Star (Minneapolis, Minn.) 1910-19??"
"800",800,"The broad ax.","Salt Lake City, Utah","August 11",1917,"The broad ax. [volume] (Salt Lake City, Utah), August 11, 1917, Page PAGE FIVE, Image 5","August 11, 1917","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"801",801,"The broad ax.","Salt Lake City, Utah","June 02",1917,"The broad ax. [volume] (Salt Lake City, Utah), June 02, 1917, Page PAGE FOUR, Image 4","June 02, 1917","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"802",802,"The broad ax.","Salt Lake City, Utah","September 14",1918,"The broad ax. [volume] (Salt Lake City, Utah), September 14, 1918, Page PAGE TWO, Image 2","September 14, 1918","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"803",803,"The gazette.","Cleveland, Ohio","January 12",1918,"The gazette. [volume] (Cleveland, Ohio), January 12, 1918, Image 2","January 12, 1918","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"804",804,"The gazette.","Cleveland, Ohio","January 05",1918,"The gazette. [volume] (Cleveland, Ohio), January 05, 1918, Image 1","January 05, 1918","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"805",805,"The broad ax.","Salt Lake City, Utah","June 22",1918,"The broad ax. [volume] (Salt Lake City, Utah), June 22, 1918, Page PAGE TWO, Image 2","June 22, 1918","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
"806",806,"The gazette.","Cleveland, Ohio","September 21",1918,"The gazette. [volume] (Cleveland, Ohio), September 21, 1918, Image 2","September 21, 1918","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"807",807,"The gazette.","Cleveland, Ohio","January 05",1918,"The gazette. [volume] (Cleveland, Ohio), January 05, 1918, Image 2","January 05, 1918","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"808",808,"The Colorado statesman.","Denver, Colo.","August 24",1918,"The Colorado statesman. [volume] (Denver, Colo.), August 24, 1918, Image 1","August 24, 1918","Colorado","Colo","Denver",NA,"Denver","Colo.","the colorado statesman","The Colorado Statesman","Y","The Colorado Statesman (Denver, Colo.) 1895-1961"
"809",809,"The Wisconsin weekly blade.","Madison, Wis.","September 05",1918,"The Wisconsin weekly blade. [volume] (Madison, Wis.), September 05, 1918, Image 1","September 05, 1918","Wisconsin","Wis","Madison",NA,"Madison","Wis.","the wisconsin weekly blade","The Wisconsin Weekly Blade","Y","The Wisconsin Weekly Blade (Madison, Wis.) 1916-1925"
"810",810,"The Twin City star.","Minneapolis, Minn.","September 07",1918,"The Twin City star. [volume] (Minneapolis, Minn.), September 07, 1918, Image 4","September 07, 1918","Minnesota","Minn","Minneapolis",NA,"Minneapolis","Minn.","the twin city star","The Twin City Star","Y","The Twin City Star (Minneapolis, Minn.) 1910-19??"
"811",811,"The Twin City star.","Minneapolis, Minn.","September 14",1918,"The Twin City star. [volume] (Minneapolis, Minn.), September 14, 1918, Image 4","September 14, 1918","Minnesota","Minn","Minneapolis",NA,"Minneapolis","Minn.","the twin city star","The Twin City Star","Y","The Twin City Star (Minneapolis, Minn.) 1910-19??"
"812",812,"The monitor.","Omaha, Neb.","December 28",1918,"The monitor. (Omaha, Neb.), December 28, 1918, Image 1","December 28, 1918","Nebraska","Neb","Omaha",NA,"Omaha","Neb.","the monitor","The Monitor","Y","The Monitor (Omaha, Neb.) 1915-1928"
"813",813,"New-York tribune.","New York [N.Y.]","December 02",1918,"New-York tribune. [volume] (New York [N.Y.]), December 02, 1918, Page 4, Image 4","December 02, 1918","New York",NA,"New York NY",NA,"New York [N.Y.]",NA,"newyork tribune",NA,"N",NA
"814",814,"The Appeal.","Saint Paul, Minn. ;","November 30",1918,"The Appeal. [volume] (Saint Paul, Minn. ;), November 30, 1918, Image 2","November 30, 1918","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"815",815,"The Appeal.","Saint Paul, Minn. ;","December 28",1918,"The Appeal. [volume] (Saint Paul, Minn. ;), December 28, 1918, Image 2","December 28, 1918","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"816",816,"The gazette.","Cleveland, Ohio","August 03",1918,"The gazette. [volume] (Cleveland, Ohio), August 03, 1918, Image 3","August 03, 1918","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"817",817,"The Appeal.","Saint Paul, Minn. ;","September 07",1918,"The Appeal. [volume] (Saint Paul, Minn. ;), September 07, 1918, Image 2","September 07, 1918","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"818",818,"The Appeal.","Saint Paul, Minn. ;","September 14",1918,"The Appeal. [volume] (Saint Paul, Minn. ;), September 14, 1918, Image 2","September 14, 1918","Minnesota","Minn ","Saint Paul",NA,"Saint Paul","Minn. ;","the appeal","The Appeal","Y","The Appeal (Saint Paul, Minn. ; Minneapolis, Minn. ; Chicago, Ill.) 1889-19??"
"819",819,"Richmond times-dispatch.","Richmond, Va.","October 06",1918,"Richmond times-dispatch. [volume] (Richmond, Va.), October 06, 1918, Page TEN, Image 42","October 06, 1918","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond timesdispatch",NA,"N",NA
"820",820,"The Topeka state journal.","Topeka, Kansas","November 28",1918,"The Topeka state journal. [volume] (Topeka, Kansas), November 28, 1918, HOME EDITION, Page 3, Image 3","November 28, 1918","Kansas","Kansas","Topeka","Kansas","Topeka","Kansas","the topeka state journal",NA,"N",NA
"821",821,"The broad ax.","Salt Lake City, Utah","June 07",1919,"The broad ax. [volume] (Salt Lake City, Utah), June 07, 1919, Image 1","June 07, 1919","Utah","Utah","Salt Lake City",NA,"Salt Lake City","Utah","the broad ax","The Broad Ax","Y","The Broad Ax (Salt Lake City, Utah; Chicago, Ill.) 1895-19??"
